,Species,Intercept,Corrs,MAE,MAE_Base,bFFP_Annual,NFFD_wt_Annual,PAS_wt_Annual,NFFD_sp_Annual,PAS_sp_Annual
538,Collomia tinctoria,176.4332339,0.267849572,16.54586284,19.20213333,0,0,0.040768921,0,0.053610561
539,Comandra umbellata,174.1938912,0.244243633,16.34881875,20.05711816,0,0.134524402,0.000238182,-0.521657958,0.114846131
540,Comarum palustre,195.0929316,0.041775187,17.96176818,18.25621958,0,0,0.010969638,0,0.007962581
541,Commelina communis,226.1359223,0,32.87152418,32.87152418,0,0,0,0,0
542,Commelina dianthifolia,239.5596368,0.014939606,12.13767433,12.27402922,-0.021948361,0.005416318,-0.009759577,0.004448027,-0.011731188
543,Conium maculatum,136.6904526,0.213003356,26.85763293,31.28641683,0.341312576,0,0,0,0.047474304
544,Convolvulus arvensis,181.4291057,0.028485335,30.84251718,31.69858141,0.03124201,-0.021187666,0.039159448,-0.023921114,0.053742263
545,Corallorhiza maculata,149.1947718,0.308997969,14.76218342,17.32308737,0.209279696,-0.156105372,0.021315857,0,0.035505175
546,Corallorhiza mertensiana,195.2830189,0,14.29369883,14.29369883,0,0,0,0,0
547,Corallorhiza striata,151.5259404,0.255541367,17.705997,20.22102037,0.185145202,-0.213552431,0.003068815,-0.198056083,0
548,Cordylanthus ramosus,274.3369852,0.29845002,20.69781135,23.51145038,-0.430116825,0.489149666,-0.147653641,0,0.167651379
549,Cordylanthus rigidus,221.5840162,0.029157783,31.50958275,31.89017447,0.110179118,0,0.018430326,0,0
550,Cordylanthus tenuis,224.1674208,0,16.80776397,16.80776397,0,0,0,0,0
551,Coreopsis bigelovii,104.2522067,0.226708789,17.30277115,19.39893004,0.273736493,0.218610221,0.719706594,-0.425128471,-0.087107859
552,Coreopsis calliopsidea,-56.90393522,0.156437927,14.0329001,15.31630353,0.423668362,0.043392773,2.213057552,1.405191007,-3.445550635
553,Coreopsis tinctoria,237.8269671,0.137277821,27.14979555,28.97767896,0,0,0,-0.504675825,0
554,Corethrogyne filaginifolia,224.4281865,0.012064631,42.73043286,42.91432049,0.096067275,0,0,0,0
555,Cornus canadensis,182.8908861,0.18552841,16.5191604,19.44786616,0.087253112,0.776601495,-0.028723119,-0.702854441,0.072129359
556,Cornus florida,105.1947297,0.548671716,11.49598082,26.67768595,0.310786123,-0.209497155,0.040376845,-0.339393712,0.168303119
557,Cornus nuttallii,124.3389231,0.073687273,43.6950884,45.5769795,0.331588906,0,0.046322555,0,0
558,Cornus sericea,191.6157099,0.073687686,24.67751289,26.44300426,0,0.308359487,0.00862626,-0.503725917,0.035748088
559,Corydalis aurea,277.0842348,0.484349137,23.22120973,37.18413933,-0.490842436,-0.646925985,0.035492658,-1.322813542,-0.010607622
560,Corylus cornuta,124.7825976,0.133614799,52.0885552,56.73414743,0.519678638,0,0,0,0
561,Cotula australis,449.9668223,0.120023842,33.48612938,35.02313124,-0.219200896,-0.503960733,2.810062233,-3.434897984,1.531998166
562,Cotula coronopifolia,134.0653664,0.11296137,45.84593371,50.45504198,0.221695296,0,0.423072357,-0.084441676,0.000888426
563,Crepis acuminata,196.8877035,0.425712482,10.99327278,16.28023735,0,0.711757384,0.045162313,-0.797899053,0.018045292
564,Crepis atribarba,188.1269336,0.281608229,12.24148657,14.21050666,0,0,0.023765368,-0.445183994,0.004850901
565,Crepis capillaris,203.6283784,0,31.7742878,31.7742878,0,0,5.20E-18,0,0
566,Crepis intermedia,144.3561164,0.365451299,12.38062546,16.51708455,0.224775678,0.124322127,0.012006983,-0.218268235,0.05707923
567,Crepis modocensis,270.5725045,0.48168999,11.42902635,15.52086605,-0.471302343,0.790812922,0.033338228,-1.380234849,0.084955576
568,Crepis occidentalis,210.7319149,0.318761861,14.11927056,17.21252258,-0.173365746,0.209688912,0.044058867,-0.669731449,0.049792923
569,Cressa truxillensis,167.0521739,0,36.61096408,36.61096408,0,3.73E-18,0,0,0
570,Crocidium multicaule,108.3338565,0.179629256,16.72827844,17.88029566,0.095847053,-0.027744968,-0.091281014,-0.277917785,0.257814765
571,Crossosoma bigelovii,60.65453295,0.042779403,22.68498375,23.36375115,0.510488568,0.795474717,-0.710576474,-0.73169899,-3.712513278
572,Crotalaria sagittalis,206.6726318,0.0126572,36.25704613,36.9878,0,0,0.058620238,0,0
573,Croton californicus,112.499617,0.019303409,65.01755697,65.62877413,0.37309858,0,0,0,0
574,Croton setiger,221.7755993,0.079755529,41.02818368,43.89605254,0.342771206,-0.249298563,-0.343705674,0.017223932,0.068056145
575,Croton setigerus,169.8327225,0.065777099,32.51564288,33.81289256,0.360572301,0.571911579,0.044927481,-0.173902397,0.26654157
576,Cryptantha affinis,155.8235982,0.179208801,14.99559476,16.89455095,0.15929964,0.286552009,0.029680723,-0.114991089,0.040393475
577,Cryptantha ambigua,130.2785042,0.358903454,15.4495648,19.80752595,0.322783427,0,0.063173123,-0.194883178,0
578,Cryptantha angustifolia,170.1363498,0.132615866,22.0889307,24.05958579,0.429753439,0.174494525,0.203969159,-1.307065358,0
579,Cryptantha barbigera,135.2854089,0.330113441,17.23150245,21.84881097,0.384028799,0.238043659,0.325178131,-0.904218564,-0.728942713
580,Cryptantha celosioides,172.9333716,0.215821748,14.92482701,16.43694302,0,0,-0.031732906,-0.295231972,0.148567186
581,Cryptantha cinerea,174.030122,0.1219947,32.92854789,34.39716263,0,-0.777870931,0,0,0
582,Cryptantha circumscissa,175.6316342,0.616071535,16.95790315,28.34704601,0.137189149,0,0.099567969,-0.892707933,-0.076727791
583,Cryptantha clevelandii,8.138819108,0.09082549,25.68179336,27.03497686,0.268915869,0.038553828,4.326256968,1.061923362,0
584,Cryptantha confertiflora,155.7993118,0.613878038,15.96958439,26.06624132,0.164721087,0.23002903,0.128281427,-0.769830959,-0.028551344
585,Cryptantha crassisepala,125.0845579,0.219537815,17.03731307,18.83855465,0.097177656,-0.15165321,0.095327872,-0.13375812,0
586,Cryptantha decipiens,202.5089103,0.103992778,19.39543386,20.55545169,0,0.27489594,0,-1.255332417,0
587,Cryptantha dumetorum,104.0491475,0.379678513,12.65557067,16.38842975,0.480378259,0.451091439,3.492776623,-0.852449554,0
588,Cryptantha echinella,199.626742,0.384836002,22.68836513,28.77422711,0,-0.391266272,0.025951072,-0.359833738,0.031085775
589,Cryptantha flaccida,121.0727939,0.304520544,16.90771181,20.260454,0.236882274,0.213594814,0.084837192,-0.289079069,0.191152353
590,Cryptantha intermedia,152.7597119,0.2913206,23.49297185,28.61101991,0.275745036,0.253060415,0.068839952,-0.82443498,-0.032481842
591,Cryptantha maritima,238.3473086,0.122116319,18.8610947,20.91957513,0.092100356,-0.380111327,2.530909754,-1.497783269,0
592,Cryptantha micrantha,138.1015915,0.450911833,20.2527636,29.17614052,0.326532413,0,0.010101395,-0.627596868,0
593,Cryptantha microstachys,125.0423935,0.014211402,17.87881217,17.97282961,0.061661667,-0.007795305,0.007611776,-0.012498244,0
594,Cryptantha muricata,174.2678018,0.298409167,26.59871205,32.40926933,0.28773566,0.458983358,0.122202657,-1.118669732,-0.180264258
595,Cryptantha nevadensis,101.3214616,0.574543432,16.22055898,26.56430933,0.521334314,0.24150463,0.040009114,-0.56785479,-0.200433319
596,Cryptantha oxygona,173.4932348,0.60963905,15.13390287,24.6611459,0.144248345,-0.010987022,0.009834053,-0.793967354,0
597,Cryptantha pterocarya,89.25031453,0.527561205,15.74557982,24.34157826,0.491218108,0.171387014,0.1049274,-0.414032144,0
598,Cryptantha racemosa,107.9917919,0.088852684,28.67293436,30.20327519,0.250768207,-0.218567528,-0.133157256,-0.014951776,-0.014553396
599,Cryptantha simulans,97.1767893,0.292146692,16.44943166,19.38318094,0.415572685,0,0.016273691,0.344399146,0.088413446
600,Cryptantha spiculifera,183.4742927,0.435920088,12.19104299,15.39650966,0,-0.911402002,-0.083496853,-0.359278071,0.14568881
601,Cryptantha torreyana,157.5481087,0.309260595,14.68930536,17.47035549,0.159294331,0.229094271,0.031889476,-0.266425743,0.080608464
602,Cryptantha utahensis,145.6180194,0.545055519,14.97349565,22.86643375,0.323466803,0,0,-0.751212655,0
603,Cryptantha watsonii,234.7258199,0.441371009,11.81597196,17.19782707,-0.189206988,0.875520179,0.013844112,-1.30102253,0.025564321
604,Cucurbita foetidissima,174.3533862,0.080756677,28.35372759,30.05908594,0.167103799,0,0,-0.093975898,0
605,Cuscuta californica,168.3979826,0.089018746,36.74531902,41.42043451,0.198163585,0,0.06234236,0,0
606,Cuscuta indecora,143.1822197,0.031131672,46.56795852,47.34800714,0.656117062,0.635846173,0.041722433,0,-0.861424953
607,Cuscuta subinclusa,140.6503708,0.100338486,36.93827858,39.54665859,0.616231561,0.396497878,-0.19316115,0.298151129,-0.229498995
608,Cyanus segetum,296.5162727,0.211612688,28.76193192,33.588,-0.241581587,0.722280125,0.003504759,-1.854112646,-0.15788705
609,Cylindropuntia acanthocarpa,141.7648316,0.117076682,18.64298121,21.11549387,0.547151993,0.662005981,0,-1.120121376,0
610,Cylindropuntia echinocarpa,128.0745422,0.382520525,16.74390473,23.95621218,0.348762969,-0.379905105,0,-0.149262594,0
611,Cylindropuntia spinosior,113.6322397,0.126965881,18.26277837,19.24355452,0.329336673,0,0,0,0
612,Cylindropuntia whipplei,157.5841584,0,22.03058524,22.03058524,0,0,0,0,0
613,Cymopterus glomeratus,129.3200035,0.301342156,15.15808314,17.58874512,0.146590765,0,0,-0.392402835,0.099506689
614,Cynodon dactylon,224.5701559,0.054414517,59.21464154,62.44407481,0,-0.430875566,0.912648565,0,0
615,Cynoglossum grande,71.83766108,0.274815951,20.24346866,23.68377939,0.283562268,0,0.153457913,0,0.12249152
616,Cynoglossum officinale,191.5319593,0.178056972,13.33654624,14.65534979,0,0,0.015821728,-0.521997725,0
617,Cynosurus echinatus,165.2272051,0.085988583,23.24639892,23.623552,0.096746239,-0.048517305,0.127777149,-0.042393182,0
618,Cyperus esculentus,213.0234782,0.063422508,26.74746063,28.08400292,0.096388426,-0.394269511,-0.005911096,0.536382955,-0.238165112
619,Cyperus fendlerianus,240.232,0,15.956992,15.956992,0,0,0,0,0
620,Cyperus strigosus,236.4770642,0,27.15242825,27.15242825,0,0,0,0,0
621,Cypripedium montanum,127.9373327,0.386297057,13.45220108,16.11181641,0.347152907,-0.41113058,-0.037613323,0,0.065294417
622,Cyrilla racemiflora,169.0193637,0.141593771,29.71079048,33.17208333,0.125341467,-0.211807871,0.322325801,-0.24952967,0.021694239
623,Cytisus scoparius,126.4862709,0.184416716,25.16951876,28.51171454,0,0,0.268019029,0,0
624,Dactylis glomerata,162.6046137,0.170448055,19.15502143,22.70567602,0.063930924,0,0.063828568,-0.06354115,0.067547843
625,Dalea albiflora,240.2356688,0,27.18122439,27.18122439,0,0,0,0,0
626,Dalea candida,214.9573084,0.06293503,19.34162175,20.52102749,0,0,0,-0.267362237,0.044312247
627,Dalea formosa,124.1096188,0.11711013,28.74422592,30.70995275,0.359256183,0,0,-0.413024236,0
628,Dalea mollis,113.4721082,0.041252254,28.86134732,30.38953189,0.201015609,-0.511198912,0.001086384,-0.068295412,0
629,Dalea mollissima,43.39775356,0.106863956,38.24652688,41.04197531,0.874885281,0,0,0,0
630,Dalea purpurea,182.3109078,0.226883561,16.72996683,20.32168279,0.144037339,-0.083206585,0.142455063,-0.153881806,0.146945626
631,Danthonia californica,142.7141706,0.490156048,16.81124252,24.20373241,0.284578785,-0.130223799,0.04762687,0,0.015238872
632,Danthonia intermedia,223.9054368,0.269594997,14.01871662,16.6297259,-0.124526022,0.545686404,0.024548989,-0.471336918,0.05286111
633,Danthonia spicata,175.8219784,0.114752514,19.4000984,20.95714286,0.164103924,-0.085640183,-0.017712211,-0.209521031,0.117588868
634,Danthonia unispicata,178.5229597,0.311068895,12.79886343,15.21312012,0,0,0.022404891,-0.198635385,0.052251267
635,Dasiphora fruticosa,171.2376796,0.071529942,19.48118188,20.14968828,0.200975815,0,0.016708423,0,-0.002913707
636,Datisca glomerata,175.3752804,0.103521438,31.81997885,34.43644996,0.199539565,0,0.15079383,-0.087694114,0
637,Datura wrightii,166.6715421,0.048189589,56.24132658,58.84245207,0.34224974,0,0,0,0
638,Daucus carota,215.4698143,0.003182274,34.8360629,34.83909841,0,0,0.011651629,-0.000347962,0
639,Daucus pusillus,158.5063055,0.108670185,20.64442785,21.90857265,-0.037107518,-0.222532695,0.372704758,-0.377550948,0.059906308
640,Delphinium andersonii,130.0337248,0.338528384,12.56998809,16.66688866,0.147380498,0,0.06614167,-0.132680243,0.154757607
641,Delphinium bicolor,254.5819796,0.468342791,13.6883496,19.60923143,-0.440583915,-0.227098958,0.012041298,-1.259652881,0.106097416
642,Delphinium depauperatum,179.7789502,0.483768138,11.82426429,16.80777816,0.013447939,0,0.016782934,-0.443501644,0.081492681
643,Delphinium glaucum,270.3830949,0.227760422,13.2422802,14.25016019,-0.375474262,0.579781231,0.032809419,-0.647073141,0.039123165
644,Delphinium nudicaule,126.5692948,0.183496764,20.717666,23.37077474,0.122018057,-0.06083,0.067336784,-0.048590957,0.025325725
645,Delphinium nuttallianum,173.317591,0.490735635,15.55136599,23.34681194,0,0,0.032075605,-0.663894399,0.090783717
646,Delphinium occidentale,195.650619,0.188865606,12.15010716,13.83412604,0,0,0.010805722,0,0.089463782
647,Delphinium parishii,106.0208525,0.417894988,13.18026465,18.33558127,0.418933592,0.401828078,0.034362724,-0.507179449,0.270036034
648,Delphinium parryi,149.3964681,0.191134236,17.77744672,20.19969641,0.177188732,0,0,-0.337778428,0
649,Dendromecon rigida,123.6859911,0.06835861,34.64594015,35.77349836,0.175439191,-0.06800561,0.071991883,-0.065952239,0.092732421
650,Deschampsia atropurpurea,216.4106247,0.049051149,11.79215298,12.18805786,0,0,0,0,0.023428779
651,Deschampsia cespitosa,196.9591825,0.294458115,15.75179408,18.46369533,0,-0.320590663,0.037168339,0,0.038698394
652,Deschampsia danthonioides,145.7602192,0.559859174,17.10288902,27.90788267,0.283779201,0,0.017043602,-0.386519131,0.010185355
653,Deschampsia elongata,159.519924,0.259781409,18.88695962,22.91628999,0.218400374,0,0.036715655,0,0.034887522
654,Descurainia incana,197.6771773,0.340026278,18.77507834,23.93642659,0.032226566,0.625585298,0.004694329,-0.948156719,0.037660359
655,Descurainia longepedicellata,253.7320938,0.509824228,12.84771773,20.28546221,-0.24840108,-0.526989157,0.094918731,-1.378717309,-0.528474474
656,Descurainia pinnata,198.1069152,0.640419377,18.74771662,37.66249782,0,-0.292849759,0.079418823,-1.064060659,-0.04831366
657,Descurainia sophia,207.9525627,0.564207607,17.86546884,29.57898287,0,0,0.011323551,-1.192266349,0
658,Dianthus armeria,222.9176073,0.247074057,16.20829629,19.03274551,0.044145256,0.65535715,0.000448085,-0.945323338,0.023450904
659,Dicentra cucullaria,100.1006658,0.637091074,10.43167344,17.03358979,0.141658648,-0.182233467,0.037348397,-0.231958447,0.212893015
660,Dicentra formosa,145.9903011,0.366343974,24.23187529,33.19726475,0.264917751,-0.266699998,0.004738971,-0.275477608,0.066128009
661,Dichelostemma capitatum,103.1958168,0.208527553,20.73876768,23.58498454,0.267548114,0.244892018,0.335574285,-0.464454955,-0.092035464
662,Dicoria canescens,229.8743787,0.135240905,36.89454996,41.25259516,0,0.655874695,0,0.441215256,0
663,Dieteria asteroides,196.0217348,0.086632403,64.417876,71.14929598,0.354015914,-0.104535495,0.16490315,-0.178355099,0.013854256
664,Dieteria canescens,100.9663398,0.055519108,28.11650397,29.1800519,0.601626101,0.304167789,0.000621807,0.808559287,0.007976073
665,Digitaria ischaemum,248.8217822,0,21.81786099,21.81786099,0,0,-7.99E-18,0,0
666,Digitaria sanguinalis,189.4724509,0.076072636,27.53130224,28.40659438,0.465358253,0.460790217,-0.111988604,0,0
667,Dimorphocarpa wislizeni,404.478386,0.504011691,31.07200439,49.70026465,-0.878077691,-1.853376169,-0.274435238,-1.662028646,-0.4724107
668,Diplacus mephiticus,196.7640766,0.364248843,17.36984743,22.19075825,0,0.44188874,0.025524272,-0.760183399,0.04312081
669,Distichlis spicata,339.4672106,0.198545918,32.37138431,38.31022894,-0.601501109,-0.318580043,0.209978339,-1.356578063,-0.315364489
670,Ditaxis lanceolata,89.01904762,0,49.2954195,49.2954195,3.97E-18,0,0,0,0
671,Ditaxis neomexicana,54.74444444,0,77.07617284,77.07617284,-7.06E-18,0,0,0,0
672,Dithyrea californica,61.95299576,0.084120974,21.65204848,23.66086456,0.316809633,0,0,0,0
673,Dodecatheon alpinum,170.0128762,0.282047715,13.24988411,15.1256229,0.115767282,-0.0827416,0.022123226,-0.106076535,0.037423656
674,Dodecatheon clevelandii,66.30325389,0.033463656,18.19040356,18.84986544,0.122763366,0,0,0,0
675,Dodecatheon conjugens,198.424584,0.503364519,14.06756615,21.22839657,-0.263203656,0,0.005122107,-0.926802703,0.152808862
676,Dodecatheon hendersonii,59.03801839,0.51040874,19.27413324,28.26954319,0.383793626,0,0.086219394,0,0.31907182
677,Dodecatheon jeffreyi,177.452448,0.148561407,14.5686817,15.43750038,0.034309273,0,0.009307549,-0.026621591,0.052512725
678,Dodecatheon pulchellum,243.749933,0.602124774,14.71102783,26.60337617,-0.34625423,0,0.023477601,-1.308289401,0.059689339
679,Downingia bicornuta,210.4713293,0.580814749,15.2040171,26.29942867,0,0,0,-0.918338245,0.197957282
680,Downingia cuspidata,121.0572732,0.176533698,13.95038816,15.025,0.072051897,0,0.198456739,0,0
681,Downingia ornatissima,121.2418406,0.010659224,11.63218979,11.7107438,0.051074767,-0.014660602,0.006936729,0,0
682,Draba albertina,160.9674405,0.263368444,17.05986838,20.37437755,0.081876164,0,0.027841066,-0.087486194,0.066428356
683,Draba cuneifolia,95.86630681,0.283732162,19.35249022,22.17983338,0.170487844,-0.172080974,0.191918175,-0.253431861,-0.162747963
684,Draba densifolia,178.5155194,0.400288706,16.36915722,21.19951923,0,0.993542383,0.049043672,-0.984119207,0.053064125
685,Draba lonchocarpa,192.176369,0.052884814,16.34048391,16.56054422,0,0,-0.008746589,0,0.04240752
686,Draba oligosperma,125.6781501,0.422593528,16.5752193,23.76857143,0.237782393,0.122349075,0.026054999,-0.345894938,0.088909924
687,Dracocephalum parviflorum,183.3927711,0.296230732,24.92858502,30.54664815,0.184181812,-0.45973629,-0.030066288,-0.484665357,0.030571967
688,Draperia systyla,170.0896272,0.047416819,25.88209612,26.61591696,0.139259641,0,0,0,0.024948001
689,Drosera rotundifolia,200.2738935,0.051751639,20.23481757,21.17111111,0.028646703,-0.022917862,0.013294935,-0.024822005,0.032314317
690,Dryas octopetala,205.3018868,0,12.71698113,12.71698113,0,0,4.75E-18,0,0
691,Dudleya cymosa,139.3181984,0.392266144,17.79859337,21.89696145,0.119535252,-0.016830949,0.159554577,-0.066654795,0.074942016
692,Dudleya lanceolata,147.3519447,0.062359085,20.04576816,20.4331389,0,0,0.82173861,0,0
693,Dudleya saxosa,15.95708701,0.361995718,18.76826799,24.94115211,1.148383146,1.543418268,0.742842747,-0.81538093,0.085021211
694,Dulichium arundinaceum,229.5602985,0.026146497,20.99375634,21.41462096,0,0,-0.03240722,0,0.053980848
695,Dysphania ambrosioides,256.5758891,0.054152037,30.62338625,31.61854371,-0.129927678,0.091920562,0.01453389,0.033648634,0.017441358
696,Dysphania botrys,185.9078,0.107876576,34.04708948,36.33036095,0.376130533,0,-0.103670601,0,0
697,Echinocereus engelmannii,222.8470918,0.258245368,16.60756753,21.61415982,0.138278394,-0.199421919,-0.795237195,-1.288872302,-1.410952845
698,Echinochloa crus-galli,171.3842906,0.043281003,28.11975805,28.64845297,0.293263842,0,0,0.530921876,-0.011148638
699,Echinochloa muricata,244.6164588,0.069345246,21.03208524,22.12369126,-0.119390729,0.001699236,0.076165617,0.122177029,-0.028243217
700,Ehrendorferia chrysantha,168.2070032,0.098341893,37.68681377,41.2037037,0.225870976,-0.031754304,0.103986182,-0.115619948,0.101634153
701,Eleocharis acicularis,211.945862,0.04742338,29.2331973,29.93743617,0,-0.197948769,0.018940064,0,0.035062231
702,Eleocharis macrostachya,167.5294038,0.158771457,34.42138503,38.95759527,0.17325997,-0.114406173,0.065846096,-0.071247633,0.044196478
703,Eleocharis montevidensis,158.2395538,0.143656343,39.37694649,42.71474913,0.455431913,0.239374851,0.089187271,-0.297364884,0.092923433
704,Eleocharis obtusa,192.2232272,0.150400883,38.60172672,42.11188005,0.170750348,-0.087089158,0.112087348,-0.134646436,0.006007101
705,Eleocharis palustris,194.8900958,0.039545142,24.5769942,25.22016721,0,-0.217287966,0.01438776,0,0.032691171
706,Eleocharis parishii,172.450941,0.033957378,39.96018108,40.28039448,0.106267534,-0.110728844,0,0,0
707,Eleocharis quinqueflora,202.7957986,0.344419853,19.0175825,23.83127572,0,-0.247339684,0.006291161,-0.260512143,0.048811701
708,Eleocharis rostellata,175.666395,0.241501281,31.90032887,39.35047259,0.264822635,-0.191931889,0.022082437,-0.166956905,-0.038280371
709,Elymus canadensis,340.8979703,0.140385706,21.19970787,22.9703154,-0.599327768,0,0.025554238,-1.124594792,-0.082892408
710,Elymus elymoides,156.2846676,0.449289256,19.0022518,27.49934806,0.256835592,0.139953702,0.021754652,-0.441263515,0.036751574
711,Elymus glaucus,166.0446641,0.415452788,18.54235261,26.77467741,0.187662377,-0.113561886,0.016764426,-0.089699735,0.078312686
712,Elymus hispidus,203.4842957,0.192160434,18.31641404,21.35969388,0,-0.184860402,0,-0.144445572,0.141848091
713,Elymus lanceolatus,180.5167809,0.140119496,17.56037496,19.30682045,0,0,0,0,0.183464528
714,Elymus multisetus,217.4473346,0.195011231,17.54300584,19.8453125,-0.13185864,0.208410458,0.102969603,-0.730528226,0
715,Elymus repens,197.004969,0.016530933,20.42150955,20.71544064,0,0,0,0,0.04703709
716,Elymus smithii,169.5727457,0.063372029,16.99033849,17.48648053,0.213294783,0,0,-0.133533608,0
717,Elymus spicatus,196.4864646,0.254578657,16.01257004,19.16697515,0,0,0.026888802,-0.585358915,0.058757295
718,Elymus trachycaulus,204.0255973,0.169918109,18.01337097,19.81567383,0,-0.172015249,0.023366732,-0.17837483,0.037772779
719,Elymus virginicus,216.3491563,0.066523201,24.78283458,25.18634259,0.024199872,-0.047049147,0.080851591,-0.068195672,0.05607798
720,Emmenanthe penduliflora,129.6389194,0.182594015,23.71562657,26.29223633,0.206088265,0.581145772,1.220801272,-0.812197205,-0.528176565
721,Encelia actonii,153.6582708,0.086579186,35.49990772,38.9867674,0.393696268,0.421885244,0.003833333,-0.802604114,0.284949673
722,Encelia californica,92.3220339,0,36.95259983,36.95259983,2.89E-17,0,0,0,0
723,Encelia farinosa,212.5278823,0.047044883,29.58351378,30.90937279,0.101771394,0,0,-1.512780612,-0.18445997
724,Encelia frutescens,114.3308906,0.053059794,45.16363886,48.68745304,0.402980303,-0.282471986,0,-0.188905044,0
725,Encelia virginensis,132.5909091,0,31.58016529,31.58016529,0,0,0,0,0
726,Enceliopsis nudicaulis,130.9232811,0.285563631,15.48756276,22.82063609,0.202020477,-0.116153841,0.215589931,-0.202442949,0.035909426
727,Epilobium anagallidifolium,203.2295677,0.148281794,14.20920667,15.347193,0,0,0.01091966,0,0.028659261
728,Epilobium angustifolium,197.5902479,0.113413563,14.96204277,15.85293301,0.09393138,0.21172381,0.008165513,-0.208249282,0.018413725
729,Epilobium brachycarpum,179.2095726,0.284849048,20.00011193,25.71512053,0,0,0.07307834,0.791502981,-0.071554565
730,Epilobium canum,250.4357259,0.018370792,36.80966472,37.48656085,-0.051870529,0.0347899,-0.03784686,0.020016086,0
731,Epilobium ciliatum,180.8682159,0.019956272,22.65817551,22.81355174,0.14838637,0,0,0.158049083,0.015141886
732,Epilobium clavatum,205.7379149,0.118890381,14.27282183,14.28096557,0,0,0.030287148,0,0
733,Epilobium glaberrimum,196.404899,0.074036911,15.45511576,16.23998766,0,0.539362497,0.024675171,-0.212493139,0.005182342
734,Epilobium halleanum,179.2072994,0.198127734,14.54195755,16.79491226,0.077619304,-0.12354495,-0.000895846,0,0.05732728
735,Epilobium hornemannii,262.8315253,0.219975381,12.99289973,14.56828704,-0.274837251,1.007058765,0.02221252,-0.99264388,-0.004799061
736,Epilobium lactiflorum,125.8376026,0.22236572,12.82973993,14.3069719,0.361132988,0,0,0.28342884,0.049379961
737,Epilobium latifolium,173.5650492,0.120143265,13.5076419,14.17799411,0.202485186,0,0.012000613,0,0.0045712
738,Epilobium minutum,194.9106774,0.394985037,18.51919905,27.21855639,0,-0.089379601,0.038459982,-0.557788855,-0.006714302
739,Epipactis gigantea,146.6636933,0.247459188,24.48390129,30.72170066,0.29494216,0.358395283,0.069881787,-0.402777636,0.087121425
740,Epipactis helleborine,82.14668948,0.240538039,14.18524734,17.50247934,0.793529984,0.562323501,0.023718127,0.397054557,0.137341226
741,Eragrostis cilianensis,174.3843961,0.055959272,27.32723607,28.42395405,0.246627501,0,0,0.618725787,0
742,Eragrostis pectinacea,136.3250376,0.086725004,24.9557661,26.44382845,0.623723889,0.516645846,0.031892992,0.395451799,-0.326110274
743,Eremalche exilis,-3.636838428,0.253141943,14.02495318,16.19982179,0.729612251,0.50806533,-0.148873384,0.28771941,0
744,Eremalche rotundifolia,69.3253825,0.191265343,19.26207336,21.36477623,0.502258031,0,0,0,0
745,Eremogone aculeata,170.0078601,0.228769275,13.27420083,14.55324762,0.066120834,0.008993511,0.028182939,-0.043331985,0.059852657
746,Eremogone capillaris,233.1161509,0.391925243,13.64653765,18.06485207,-0.170263335,0.488794949,0.028861138,-0.995371485,0.018745807
747,Eremogone congesta,185.8869322,0.304373167,14.9021299,18.49146642,0.018362291,0.558352064,0.033671658,-0.45948494,0.057208864
748,Eremogone fendleri,157.7326911,0.130817679,23.58823049,25.16166667,0.267788624,0.479863442,0.030751505,0,0.043233955
749,Eremogone kingii,194.6151223,0.458869636,14.93487643,21.32031086,0.016085641,0.693611043,0.018800668,-0.942896503,0.049654763
750,Eremothera boothii,168.1301384,0.47764801,22.87322524,33.826272,0.235964616,-0.350176803,0,-0.629353102,0
751,Eremothera chamaenerioides,95.28423717,0.327745708,15.3787746,18.98451891,0.336802053,0,0.108351731,-0.240048627,0
752,Eremothera refracta,96.24919633,0.17580061,19.95368132,22.38609694,0.306739348,-0.163945754,0.094139866,-0.129315397,0
753,Eriastrum densifolium,122.8799517,0.086719596,21.4130371,22.57129477,0.340176878,0.305044009,0.065898008,0.238301067,0.254988258
754,Eriastrum diffusum,70.75248947,0.363314358,17.67437085,22.3644781,0.608061704,0.295700769,0.080561624,-0.186546562,0
755,Eriastrum eremicum,160.9745067,0.120237517,19.36823208,21.36435826,0.219248038,0,0,-0.530004823,0
756,Eriastrum sapphirinum,148.9083485,0.236494363,22.41294237,25.88850309,0.427828232,0.616250929,0,-0.675952625,0
757,Eriastrum wilcoxii,162.707187,0.262264242,18.37688945,22.84708011,0.141011718,-0.100660488,0.061934284,-0.159783322,0.086423238
758,Ericameria arborescens,252.6538462,0,37.5739645,37.5739645,0,-2.94E-18,0,0,0
759,Ericameria bloomeri,240.2253521,0,17.84685578,17.84685578,0,0,3.12E-18,0,0
760,Ericameria cooperi,112.0950275,0.060914049,15.10233833,16.08556811,0.237749001,0,0,0,0
761,Ericameria cuneata,284.8734456,0.050518404,38.38103038,40.31434813,-0.13371346,0.099632041,0,0.055017947,-0.043577007
762,Ericameria ericoides,549.1897372,0.055040171,38.24245636,38.8328,0,0,0,-3.122818087,0
763,Ericameria laricifolia,387.3173952,0.029491087,30.29165914,30.91195656,-0.435390045,0,0,-0.838276361,0
764,Ericameria linearifolia,127.9813521,0.095858803,19.65486761,20.92699181,0.15241998,-0.044134083,0.367858554,-0.346820414,0.043681099
