,Species,Intercept,Corrs,MAE,MAE_Base,bFFP_Annual,NFFD_wt_Annual,PAS_wt_Annual,NFFD_sp_Annual,PAS_sp_Annual
231,Bidens laevis,268.9028916,0.036383905,28.70835641,30.557184,-0.063584098,0.038161806,-0.045215646,0.052903573,0
232,Bistorta bistortoides,156.0297092,0.196127193,17.980753,20.77742204,0.166502443,0,0.024441882,0,0.045463721
233,Blennosperma nanum,13.89303634,0.145900586,16.25948767,18.06202281,0.131431571,-0.101539177,1.425142874,0.681727251,2.565051528
234,Blepharipappus scaber,150.5333832,0.07486044,18.65714788,20.27606826,0.068273738,0,0.072671889,-0.077902663,0.072085159
235,Bloomeria crocea,125.0850234,0.472593174,12.13621575,18.14666792,0.363345168,0,0,0,0
236,Boechera collinsii,138.9704681,0.231488136,11.72403646,13.3450207,0.210783928,0,0.037720133,-0.333288356,0.015726421
237,Boechera holboellii,159.3381998,0.385574072,17.10201425,23.58096459,0.111076596,0.767150028,0.033839852,-0.843671429,0.045406104
238,Boechera lemmonii,195.2841521,0.138354668,14.81975264,15.43304656,0,0,0.01815348,0,0.031999399
239,Boechera lyallii,152.8150235,0.203562491,17.66423254,18.68377836,0.264205103,0,0.01518009,-0.27750134,0.027753634
240,Boechera microphylla,176.0212155,0.607552504,14.31642645,25.21905482,0.049679592,0,0.020444856,-0.803481709,0.081251203
241,Boechera nuttallii,200.3954295,0.490846773,16.56677762,25.65046296,-0.165981667,0,0.031860737,-1.036452007,0.081859486
242,Boechera perennans,105.1679456,0.296653092,22.34602028,27.01371094,0.349943684,0.28228695,0.158867181,-0.674025929,-0.436311367
243,Boechera platysperma,197.3313678,0.134950083,15.96431875,17.14665036,0,0,0.020359799,0,0.025750413
244,Boechera pulchra,108.5949985,0.292994137,15.26816309,18.10144402,0.277593834,0.128726786,0,-0.290310213,0.124201421
245,Boechera retrofracta,140.6492937,0.440898249,14.74655648,20.25438596,0.142939088,0,0.034984049,-0.273568695,0.10328004
246,Boechera sparsiflora,184.3684896,0.442444836,18.6884536,25.19574111,0,0.140101544,0.050138337,-0.895522075,0.033927841
247,Boechera stricta,138.9572511,0.494240133,17.05760326,25.93082339,0.283677717,2.240601799,0.009649144,-0.851778292,0.050849891
248,Boerhavia coccinea,130.942006,0.046939063,46.99314557,48.72126984,0.508411926,0,-0.228773711,0.609784005,0
249,Boerhavia erecta,240.4249746,0.025220333,16.91159787,17.24780846,0,0.134866533,0,0,0
250,Boerhavia triquetra,266.550415,0.033584679,21.52377779,22.29668199,-0.197133218,0,0,0,0
251,Boerhavia wrightii,266.2251807,0.040664193,19.77529477,19.9421436,-0.177836181,0,0,0.127114135,0
252,Boisduvalia densiflora,200.0783277,0.015184788,24.25629122,24.30046928,0.036786788,-0.016229747,0,-0.023213742,0.024271292
253,Boisduvalia glabella,212.6383333,0.399181588,22.61002612,29.12111111,0,-0.654284406,0.011543504,0,0
254,Bolboschoenus maritimus,179.5091409,0.056676006,42.68309193,44.80610316,0.269842894,0,0,0,0
255,Bouteloua aristidoides,259.5555556,0,43.80816714,43.80816714,0,3.95E-18,0,0,0
256,Bouteloua curtipendula,201.8487657,0.154538766,25.84872971,31.54087396,0,0.236694719,0,0.376452863,0
257,Bowlesia incana,406.4273662,0.207818582,18.67143972,20.94331712,-0.128726361,0.045398205,-3.459113481,-3.548670356,-3.208989865
258,Boykinia major,162.9483248,0.125885652,17.30908869,19.30395055,0.27818513,0.69780685,0.008422531,-0.238072895,0.006794653
259,Brandegea bigelovii,67.68023256,0,44.43226068,44.43226068,0,0,0,0,0
260,Brassica nigra,291.1755066,0.462663971,25.7848958,37.10478225,-0.176298507,-0.197505707,0.058428382,-1.613525608,-0.287325506
261,Brassica rapa,205.663294,0.412578447,36.4293886,53.93112522,0.318085129,0.441600428,-0.044501225,-1.755928383,-0.126122529
262,Brassica tournefortii,71.57763045,0.036170885,21.27382218,21.63799622,0.140153355,-0.085720378,0,-0.037784762,0
263,Brickellia atractyloides,131.3084379,0.029033292,26.52342562,27.51602882,0.094892624,-0.128656109,0.008119044,-0.010871576,0
264,Brickellia californica,239.9499008,0.049616569,24.80862309,25.9384298,0,0.02096084,-0.01492016,0.325426324,-0.101598041
265,Brickellia chlorolepis,239.7134672,0.006990339,31.85643862,32.02498035,0,0,0.039724126,0,0
266,Brickellia coulteri,97.04,0,45.42613333,45.42613333,0,0,0,0,0
267,Brickellia grandiflora,176.0412644,0.111455035,17.14484565,18.16018386,0.252275637,0.331812624,-0.017446183,0.44181049,0.009255893
268,Brickellia incana,604.627707,0.100359817,51.16825232,55.19455782,-0.606797142,0,-3.422988058,-4.413151987,0
269,Brickellia linifolia,187.0175174,0.151746324,20.33672979,26.20089091,0,-0.10192811,0.023920836,-0.291827518,0.18068568
270,Briza minor,127.1033966,0.045716004,22.19691277,23.19422463,0.149745299,0.025191752,0.07484257,-0.080544949,0
271,Bromus arizonicus,114.7273973,0.195602309,21.96739842,26.74063283,0,-0.350260405,0.50556605,0,0
272,Bromus berteroanus,92.86657506,0.220517112,13.58083971,15.996288,0.167597047,0,1.696818049,0,0
273,Bromus carinatus,136.5466286,0.472761985,19.51300688,29.90499424,0.296304464,-0.181548106,0.030396649,0,0.046467667
274,Bromus commutatus,167.3157445,0.361917802,12.67021551,16.19006439,0.1849824,0.255773687,0.011716443,-0.465462932,0.069726688
275,Bromus japonicus,163.868531,0.114432722,16.0059443,17.28252081,0.162364465,-0.088066634,0.016007681,-0.116156678,0.052072293
276,Bromus laevipes,140.9735971,0.102414216,21.02445552,23.0868,0.190698124,0,0.109015677,-0.102976752,0.11911961
277,Bromus orcuttianus,89.42295923,0.416320119,13.56503527,17.3816568,0.490116178,0,0.052814531,0.516240232,0.113480855
278,Bromus porteri,209.6913311,0.269165574,16.86493396,17.9245283,0,-1.09915343,0,0,0.040287934
279,Bromus rubens,96.30492759,0.199875942,22.0698086,25.29125614,0.19451658,-0.007163131,0.770988948,0,0
280,Bromus tectorum,175.014531,0.4060222,17.5839904,23.99342561,0.108038915,0,0.048265363,-0.700971639,-0.049432535
281,Bromus vulgaris,173.5415964,0.511361741,15.60430579,22.30523514,0.150545274,-0.171162203,0.011313588,-0.122561818,0.076191386
282,Buglossoides arvensis,114.4033688,0.369944612,16.01966042,21.4071511,0.353067884,0,0,-0.429283194,0
283,Bulbostylis capillaris,236.113119,0.07851191,25.63082202,27.55862371,0,-0.171961435,-0.036179295,0,-0.126852877
284,Bupleurum americanum,249.4937499,0.153777679,12.440755,13.65536332,-0.19988363,-1.401510929,-8.31E-05,-0.446360649,0.035574939
285,Cakile maritima,-46.71001045,0.156054394,58.92043593,64.20760331,1.129999566,2.105312418,2.986849091,0,0
286,Calamagrostis canadensis,206.4644116,0.075813343,17.10769244,17.62547832,0.024625438,0,0.015519428,-0.020737173,0.032817962
287,Calamagrostis purpurascens,206.2855717,0.038397995,14.93703183,15.5,0,0,0.011603228,0,0.009689816
288,Calamagrostis rubescens,215.9315058,0.234276644,16.39293908,19.25044616,0,0,-0.027940654,-0.348383738,0.094410785
289,Calandrinia ciliata,99.65641475,0.208963076,19.90303901,21.44038729,0.180330401,-0.105407205,0.159042169,-0.09989529,0.02276991
290,Calibrachoa parviflora,554.9317479,0.126136729,57.51646505,62.75729465,-0.596858595,0.228831032,3.051011878,-4.344470439,1.217983181
291,Calliandra eriophylla,91.60764737,0.065280054,32.02012364,34.10390204,0.233562623,-0.1891559,0.08339791,-0.067072622,0
292,Calochortus albus,149.5628247,0.126287648,13.07522113,14.03125,0.084310902,0.394216572,0.499806287,-0.597769109,0.342251476
293,Calochortus ambiguus,205.8946004,0.643173574,15.90346204,30.35180055,0,0,0,-1.076526341,0.066796719
294,Calochortus apiculatus,153.8155666,0.521796839,8.99167729,13.48714286,0.162540531,-0.131798168,0.019362177,-0.213414622,0.052693704
295,Calochortus eurycarpus,277.6427561,0.497963035,10.30830283,14.59562788,-0.31528557,-0.107522301,-0.016136648,-1.281209029,0.031189081
296,Calochortus flexuosus,129.2445205,0.281193678,12.06271882,14.82017307,0.232152304,0.163416997,-0.036950692,-0.53945992,-0.068331332
297,Calochortus kennedyi,83.65655593,0.37300766,11.59970541,14.820544,0.433411399,0.317342215,0.231661241,-0.208444805,0
298,Calochortus macrocarpus,164.3397912,0.553175126,9.701052768,15.24108887,0.271605335,-0.096795441,0.015101274,-0.331044462,0.117023664
299,Calochortus nuttallii,146.7747234,0.477790915,10.88166724,15.78003957,0.254104016,-0.176566361,0.003919551,-0.336654588,0.126136462
300,Calochortus splendens,141.6645731,0.287684088,14.34909334,18.04434606,0.204767774,-0.076263844,0.073899033,-0.09331309,0.039206299
301,Calochortus tolmiei,142.5471351,0.434338941,16.17354664,21.29614744,0.233415379,0.40029759,0.142175802,-0.697669691,0
302,Calochortus venustus,135.3419407,0.404942303,11.79854539,15.36576,0.124857065,0.107104171,0.279612559,-0.122945027,0.22285719
303,Caltha leptosepala,180.5025595,0.113193485,17.1800976,18.47040816,0,0,0.009676013,0,0.054791093
304,Caltha palustris,199.936983,0.377603702,19.47859752,29.42181926,0,0.864203102,-0.094748404,-1.58336801,-0.068949486
305,Calycadenia multiglandulosa,201.8615385,0,39.09751479,39.09751479,-1.32E-18,0,0,0,0
306,Calycadenia truncata,439.7042951,0.141632329,34.34850369,38.14176642,-0.811606399,0,0,-2.04738631,0.834955285
307,Calycoseris parryi,63.71957722,0.287886403,13.90769804,16.60414998,0.480010544,0.273011137,0,0,0
308,Calycoseris wrightii,138.2197054,0.260937383,14.03267492,16.38408841,0.061491704,-0.419148155,0.183623888,-0.253200301,0.002189884
309,Calypso bulbosa,224.7355051,0.550585408,15.45458577,23.15223141,-0.260043936,-0.291829921,-0.000483378,-0.983712089,0.045726442
310,Calystegia macrostegia,124.5052265,0,36.68200415,36.68200415,-1.06E-17,0,0,0,0
311,Calystegia occidentalis,159.5189562,0.129300071,19.849998,22.26956471,0.100538746,-0.001581934,0.074076249,-0.030171516,0.044242196
312,Calystegia sepium,202.5925926,0,21.63968907,21.63968907,0,0,0,0,0
313,Camassia quamash,168.8299184,0.591277529,12.21595043,19.30392399,0,0,0.040760185,-0.639179529,0.057386034
314,Camelina microcarpa,183.0359883,0.206689327,12.74085491,14.49251988,0,-0.34633895,0.006574179,-0.477871985,0.007370689
315,Camissonia campestris,180.3031905,0.175435639,16.62351986,18.94110365,0.065179358,0.02698466,0,-0.916794374,0
316,Camissonia contorta,247.0473206,0.248895326,18.07275778,21.51318498,-0.337100598,-0.232970935,0.087732302,-1.001232867,0
317,Camissonia strigulosa,131.2679566,0.100953787,19.65282996,21.17631287,0.142983104,-0.062694688,0.061940382,-0.15633972,0.035387096
318,Camissonia subacaulis,134.7880939,0.329189896,11.95521273,14.01548689,0.180387389,-0.84336119,0.018371139,0.097670158,0.05611739
319,Camissonia tanacetifolia,162.0018153,0.055072093,23.9001028,25.39612188,0.043163018,0,0.067435079,-0.032248656,0.038035068
320,Camissoniopsis bistorta,115.4566219,0.075004251,28.0693992,29.11942387,0.179148025,0.002720771,0.146345146,-0.118766135,0.048568882
321,Camissoniopsis confusa,95.98330011,0.314793049,17.30479316,21.63650622,0.358254419,0,0.19852395,0,0
322,Camissoniopsis hirtella,136.1116004,0.150229258,22.90183103,24.9168254,0.189896837,-0.048487847,0.211416552,-0.123444026,0.07751913
323,Camissoniopsis micrantha,217.0470616,0.052127959,22.22390443,22.27681661,-0.270237772,0,0.181371185,-1.10426576,0
324,Camissoniopsis pallida,44.20746198,0.259960307,17.44781462,20.51441753,0.44254757,0.411337777,2.914280441,0,0
325,Campanula parryi,217.6607393,0.049882023,16.15369107,16.46835443,0,0,0.01507151,0,0
326,Campanula prenanthoides,203.1606097,0.083763742,15.01539674,15.55709877,0.032261836,0,0.046069973,-0.017121153,0.030762722
327,Campanula rotundifolia,198.483702,0.115397519,16.85537238,18.57082185,0.057352415,0.234277947,0.027479644,-0.257371898,0.013242103
328,Canadanthus modestus,218.555547,0.023253182,15.74239735,16.00591716,0.028915121,0,0.000853437,0,0.029786083
329,Capsella bursa-pastoris,173.7082703,0.471140196,27.30669252,41.89916847,0.188378608,0,-0.009883253,-1.08052081,0.025373951
330,Cardamine breweri,139.4000993,0.482045477,16.3163182,22.77024511,0.291450984,-0.179461416,0.015989594,-0.270224934,0.03890582
331,Cardamine californica,81.01855516,0.178360965,24.87287737,27.60389316,0.241876955,-0.120184377,0.123230495,-0.035811091,0.032438488
332,Cardamine hirsuta,-7.802921104,0.174068211,25.82310818,28.9228656,0.718122106,0.768202206,0.140045332,0,0
333,Cardamine pensylvanica,108.7394835,0.411132499,21.23327826,30.64182652,0.41369358,0,0.024767761,-0.273395344,0.089831389
334,Carex alma,136.011618,0.227118899,34.55722567,40.79916898,0.307142452,0,0.186392534,0,0
335,Carex amplifolia,175.7776237,0.174109445,23.04181085,25.10207101,0.164999767,-0.169607227,0.036030309,-0.152304853,-0.027073644
336,Carex aquatilis,199.6487006,0.376830483,15.26185904,19.5023886,0.003082338,0.727884639,0.047883945,-0.763810605,0.012878808
337,Carex arcta,189.7318814,0.159101608,20.39153028,22.45266272,0.099461974,-0.040720171,-0.009637661,-0.052283402,0.095214899
338,Carex athrostachya,197.6416651,0.135197296,22.34596311,24.48640245,0,-0.295552239,0.043321729,-0.000164148,0.058545579
339,Carex aurea,162.4202528,0.196876544,19.02927538,21.69065668,0.17881238,0.240703869,0.012202627,-0.190641736,0.052776801
340,Carex bebbii,29.14106959,0.153903682,18.86858424,20.52869565,0.926012228,-0.885679567,-0.037491497,1.138137988,0.142176499
341,Carex bolanderi,168.2229252,0.295155293,20.28592369,24.47904281,0.101742311,0,0.096065268,-0.051046649,0.068120667
342,Carex brevior,180.4668608,0.100466332,17.16427285,17.66802721,0.142151476,-0.195285419,-0.037822659,-0.25416163,-0.125608853
343,Carex buxbaumii,146.827376,0.412119994,17.33947756,22.20311734,0.348396648,0.159074506,0.000112755,-0.305142115,0.063406535
344,Carex concinnoides,135.8727639,0.269686432,23.39382994,27.96363636,0.074078618,0,0.052261044,-0.053960756,0.203243189
345,Carex cusickii,180.9704429,0.153366997,21.0016589,22.14359333,0.110151312,-0.158135681,0,-0.103077388,0.001778493
346,Carex densa,151.2528322,0.305693625,22.32940098,26.35338843,0.149970772,-0.10927385,0.381918253,-0.156819991,0.370821278
347,Carex deweyana,142.0023852,0.315925894,18.0841679,21.95557851,0.338105626,-0.137839593,0.040094032,-0.220121614,-0.076182844
348,Carex douglasii,163.214853,0.31093408,17.43294582,21.60664125,0.135612703,0.224100144,0.063145029,-0.562011311,0.010931454
349,Carex fracta,184.643786,0.150633562,21.08490687,22.804405,0.099483001,-0.037425106,0.035535249,-0.030825551,0.038348962
350,Carex geyeri,348.2100341,0.353666892,20.50506526,26.44102356,-0.84941481,1.258682371,0.022557495,-2.123022954,0.078132609
351,Carex haydeniana,198.3905834,0.095928144,14.24829283,14.51160024,0.049771115,-0.001739227,0.004688179,-0.049797951,0.045336762
352,Carex heteroneura,198.1299051,0.18951479,14.78529766,16.62226544,0,0,0.034197951,0,0.02961388
353,Carex hoodii,189.5305832,0.236590837,17.10332054,19.88875326,0,0.329874713,0.03218861,-0.480378145,0.03555064
354,Carex hystericina,84.01855559,0.193895739,21.43125769,24.4192,0.780596696,0,-0.073805579,0,0
355,Carex illota,200.3590341,0.121662136,16.20766632,16.93680102,0,0,0.02697574,0,0.037981752
356,Carex inops,163.4309205,0.266618276,19.08049629,23.34802472,0,0,0.019477228,-0.345422702,0.108554953
357,Carex interior,96.16604452,0.355611559,17.07566827,21.67417823,0.400350722,0.708869137,0.007383459,0.362483697,0.1854669
358,Carex laeviculmis,176.1532444,0.316545745,17.2841146,20.06018904,0.10697931,-0.113019807,0.029679391,-0.081155848,0.049701211
359,Carex lasiocarpa,135.7393838,0.229483824,20.16826268,24.22680279,0.340828483,0.720620187,0.040904153,-0.335870685,0.016470458
360,Carex lenticularis,185.5041536,0.115729529,21.50852366,23.22143015,0.08978939,0,0.012293827,-0.072574994,0.045327995
361,Carex leptalea,159.3376958,0.110752307,24.84130654,26.83710738,0.124817347,0,0,0,0.107684237
362,Carex limosa,157.2288594,0.268905197,19.43384896,22.34059172,0.273687594,0,0.028018389,-0.251527876,0.034650518
363,Carex luzulina,181.2179312,0.291697504,14.83255663,18.62625682,0.087733184,-0.041611086,0.024398811,-0.04123122,0.033358767
364,Carex macloviana,167.6505502,0.271669441,21.05073704,26.24401956,0.161384451,-0.068026566,0.03253078,-0.107384598,0.043424109
365,Carex mertensii,186.7121155,0.208159103,16.13969338,18.5824726,0.049736718,0,0.023595058,-0.030558334,0.039328941
366,Carex microptera,206.1235622,0.323762465,16.733409,20.45049466,0,0,0.017650112,-0.538897978,0.056970638
367,Carex multicaulis,139.5868043,0.252928097,21.59397874,25.33244577,0.198004004,0,0.057454399,-0.136007919,0.043647934
368,Carex multicostata,189.7689344,0.272401171,15.8096041,18.59218935,0.000687709,0,0.034943805,-0.000460588,0.04385707
369,Carex nebraskensis,151.3178326,0.183479591,21.66132506,23.82503472,0.249371174,-0.139377454,0.04138656,-0.136217776,0.026839371
370,Carex obnupta,180.9651413,0.020495653,41.39743661,42.11025832,0,0,0,0,0.283003662
371,Carex occidentalis,152.9856615,0.132006282,27.13871122,29.5742,0.116404434,-0.039656519,0.047885726,-0.087834433,0.069287783
372,Carex paysonis,175.3820887,0.070665991,16.62995721,17.49896122,0.186095994,0.001431833,0.029379879,-0.132417706,0.021205797
373,Carex pellita,169.7429546,0.243354313,22.10670631,25.15929587,0.201551267,0.15747545,-0.008301061,-0.424649302,0.084796221
374,Carex petasata,132.4828202,0.253068239,17.35708112,19.9068311,0.277040144,0,0,0,0.101641647
375,Carex phaeocephala,212.2755293,0.059934134,15.15353293,15.77583214,0,0,0.001768633,-0.22308752,0.027594937
376,Carex praegracilis,194.4556249,0.21647509,29.35938408,34.73384354,0,0,0.067309664,-0.55635457,0.032401377
377,Carex praticola,152.5683305,0.358094206,16.90521228,20.70912069,0.229971108,0,0.032212999,-0.239379683,0.030209451
378,Carex raynoldsii,182.5487785,0.203285924,14.52810516,16.59804602,0,0,0.020609778,0,0.054289724
379,Carex rossii,179.381666,0.432610659,16.85694618,23.30287061,0,0,0.031758045,-0.461955685,0.097861443
380,Carex scirpoidea,179.952811,0.186563611,18.32267463,19.5985722,0.1121969,-0.018631377,0.016709344,-0.123961091,0.046735836
381,Carex scoparia,180.3449823,0.021625409,18.58469657,18.72791374,0,0.069345928,0.087904971,0,0
382,Carex scopulorum,177.9749663,0.184462571,18.26572309,19.52168637,0.164471957,-0.10592217,0.013202968,-0.127306371,0.045915231
383,Carex senta,112.2126016,0.36049571,28.8141911,39.6112949,0.370974865,0.437558302,0.201070776,-0.449133498,0.106149428
384,Carex simulata,309.5692181,0.307779491,17.85975972,23.05807159,-0.484942305,-0.163702866,-0.044719595,-1.26087986,0.114990581
385,Carex spectabilis,214.8900622,0.04785353,14.44479691,14.55693297,0,0,0.008562209,0,0.011273076
386,Carex stipata,124.4553151,0.226793301,18.28506432,21.01920916,0.435484685,0,-0.028422975,0,0.027940074
387,Carex umbellata,32.45924176,0.194030568,11.49690212,12.31363978,0.918910732,-2.036854111,-0.112428356,0.299919168,0.065182253
